-180 -90
-180 -88
-180 -86
-180 -84
-180 -82
-180 -80
-180 -78
-180 -76
-180 -74
-180 -72
-180 -70
-180 -68
-180 -66
-180 -64
-180 -62
-180 -60
-180 -58
-180 -56
-180 -54
-180 -52
-180 -50
-180 -48
-180 -46
-180 -44
-180 -42
-180 -40
-180 -38
-180 -36
-180 -34
-180 -32
-180 -30
-180 -28
-180 -26
-180 -24
-180 -22
-180 -20
-180 -18
-180 -16
-180 -14
-180 -12
-180 -10
-180 -8
-180 -6
-180 -4
-180 -2
-180 0
-180 2
-180 4
-180 6
-180 8
-180 10
-180 12
-180 14
-180 16
-180 18
-180 20
-180 22
-180 24
-180 26
-180 28
-180 30
-180 32
-180 34
-180 36
-180 38
-180 40
-180 42
-180 44
-180 46
-180 48
-180 50
-180 52
-180 54
-180 56
-180 58
-180 60
-180 62
-180 64
-180 66
-180 68
-180 70
-180 72
-180 74
-180 76
-180 78
-180 80
-180 82
-180 84
-180 86
-180 88
-180 90
-178 -90
-178 -88
-178 -86
-178 -84
-178 -82
-178 -80
-178 -78
-178 -76
-178 -74
-178 -72
-178 -70
-178 -68
-178 -66
-178 -64
-178 -62
-178 -60
-178 -58
-178 -56
-178 -54
-178 -52
-178 -50
-178 -48
-178 -46
-178 -44
-178 -42
-178 -40
-178 -38
-178 -36
-178 -34
-178 -32
-178 -30
-178 -28
-178 -26
-178 -24
-178 -22
-178 -20
-178 -18
-178 -16
-178 -14
-178 -12
-178 -10
-178 -8
-178 -6
-178 -4
-178 -2
-178 0
-178 2
-178 4
-178 6
-178 8
-178 10
-178 12
-178 14
-178 16
-178 18
-178 20
-178 22
-178 24
-178 26
-178 28
-178 30
-178 32
-178 34
-178 36
-178 38
-178 40
-178 42
-178 44
-178 46
-178 48
-178 50
-178 52
-178 54
-178 56
-178 58
-178 60
-178 62
-178 64
-178 66
-178 68
-178 70
-178 72
-178 74
-178 76
-178 78
-178 80
-178 82
-178 84
-178 86
-178 88
-178 90
-176 -90
-176 -88
-176 -86
-176 -84
-176 -82
-176 -80
-176 -78
-176 -76
-176 -74
-176 -72
-176 -70
-176 -68
-176 -66
-176 -64
-176 -62
-176 -60
-176 -58
-176 -56
-176 -54
-176 -52
-176 -50
-176 -48
-176 -46
-176 -44
-176 -42
-176 -40
-176 -38
-176 -36
-176 -34
-176 -32
-176 -30
-176 -28
-176 -26
-176 -24
-176 -22
-176 -20
-176 -18
-176 -16
-176 -14
-176 -12
-176 -10
-176 -8
-176 -6
-176 -4
-176 -2
-176 0
-176 2
-176 4
-176 6
-176 8
-176 10
-176 12
-176 14
-176 16
-176 18
-176 20
-176 22
-176 24
-176 26
-176 28
-176 30
-176 32
-176 34
-176 36
-176 38
-176 40
-176 42
-176 44
-176 46
-176 48
-176 50
-176 52
-176 54
-176 56
-176 58
-176 60
-176 62
-176 64
-176 66
-176 68
-176 70
-176 72
-176 74
-176 76
-176 78
-176 80
-176 82
-176 84
-176 86
-176 88
-176 90
-174 -90
-174 -88
-174 -86
-174 -84
-174 -82
-174 -80
-174 -78
-174 -76
-174 -74
-174 -72
-174 -70
-174 -68
-174 -66
-174 -64
-174 -62
-174 -60
-174 -58
-174 -56
-174 -54
-174 -52
-174 -50
-174 -48
-174 -46
-174 -44
-174 -42
-174 -40
-174 -38
-174 -36
-174 -34
-174 -32
-174 -30
-174 -28
-174 -26
-174 -24
-174 -22
-174 -20
-174 -18
-174 -16
-174 -14
-174 -12
-174 -10
-174 -8
-174 -6
-174 -4
-174 -2
-174 0
-174 2
-174 4
-174 6
-174 8
-174 10
-174 12
-174 14
-174 16
-174 18
-174 20
-174 22
-174 24
-174 26
-174 28
-174 30
-174 32
-174 34
-174 36
-174 38
-174 40
-174 42
-174 44
-174 46
-174 48
-174 50
-174 52
-174 54
-174 56
-174 58
-174 60
-174 62
-174 64
-174 66
-174 68
-174 70
-174 72
-174 74
-174 76
-174 78
-174 80
-174 82
-174 84
-174 86
-174 88
-174 90
-172 -90
-172 -88
-172 -86
-172 -84
-172 -82
-172 -80
-172 -78
-172 -76
-172 -74
-172 -72
-172 -70
-172 -68
-172 -66
-172 -64
-172 -62
-172 -60
-172 -58
-172 -56
-172 -54
-172 -52
-172 -50
-172 -48
-172 -46
-172 -44
-172 -42
-172 -40
-172 -38
-172 -36
-172 -34
-172 -32
-172 -30
-172 -28
-172 -26
-172 -24
-172 -22
-172 -20
-172 -18
-172 -16
-172 -14
-172 -12
-172 -10
-172 -8
-172 -6
-172 -4
-172 -2
-172 0
-172 2
-172 4
-172 6
-172 8
-172 10
-172 12
-172 14
-172 16
-172 18
-172 20
-172 22
-172 24
-172 26
-172 28
-172 30
-172 32
-172 34
-172 36
-172 38
-172 40
-172 42
-172 44
-172 46
-172 48
-172 50
-172 52
-172 54
-172 56
-172 58
-172 60
-172 62
-172 64
-172 66
-172 68
-172 70
-172 72
-172 74
-172 76
-172 78
-172 80
-172 82
-172 84
-172 86
-172 88
-172 90
-170 -90
-170 -88
-170 -86
-170 -84
-170 -82
-170 -80
-170 -78
-170 -76
-170 -74
-170 -72
-170 -70
-170 -68
-170 -66
-170 -64
-170 -62
-170 -60
-170 -58
-170 -56
-170 -54
-170 -52
-170 -50
-170 -48
-170 -46
-170 -44
-170 -42
-170 -40
-170 -38
-170 -36
-170 -34
-170 -32
-170 -30
-170 -28
-170 -26
-170 -24
-170 -22
-170 -20
-170 -18
-170 -16
-170 -14
-170 -12
-170 -10
-170 -8
-170 -6
-170 -4
-170 -2
-170 0
-170 2
-170 4
-170 6
-170 8
-170 10
-170 12
-170 14
-170 16
-170 18
-170 20
-170 22
-170 24
-170 26
-170 28
-170 30
-170 32
-170 34
-170 36
-170 38
-170 40
-170 42
-170 44
-170 46
-170 48
-170 50
-170 52
-170 54
-170 56
-170 58
-170 60
-170 62
-170 64
-170 66
-170 68
-170 70
-170 72
-170 74
-170 76
-170 78
-170 80
-170 82
-170 84
-170 86
-170 88
-170 90
-168 -90
-168 -88
-168 -86
-168 -84
-168 -82
-168 -80
-168 -78
-168 -76
-168 -74
-168 -72
-168 -70
-168 -68
-168 -66
-168 -64
-168 -62
-168 -60
-168 -58
-168 -56
-168 -54
-168 -52
-168 -50
-168 -48
-168 -46
-168 -44
-168 -42
-168 -40
-168 -38
-168 -36
-168 -34
-168 -32
-168 -30
-168 -28
-168 -26
-168 -24
-168 -22
-168 -20
-168 -18
-168 -16
-168 -14
-168 -12
-168 -10
-168 -8
-168 -6
-168 -4
-168 -2
-168 0
-168 2
-168 4
-168 6
-168 8
-168 10
-168 12
-168 14
-168 16
-168 18
-168 20
-168 22
-168 24
-168 26
-168 28
-168 30
-168 32
-168 34
-168 36
-168 38
-168 40
-168 42
-168 44
-168 46
-168 48
-168 50
-168 52
-168 54
-168 56
-168 58
-168 60
-168 62
-168 64
-168 66
-168 68
-168 70
-168 72
-168 74
-168 76
-168 78
-168 80
-168 82
-168 84
-168 86
-168 88
-168 90
-166 -90
-166 -88
-166 -86
-166 -84
-166 -82
-166 -80
-166 -78
-166 -76
-166 -74
-166 -72
-166 -70
-166 -68
-166 -66
-166 -64
-166 -62
-166 -60
-166 -58
-166 -56
-166 -54
-166 -52
-166 -50
-166 -48
-166 -46
-166 -44
-166 -42
-166 -40
-166 -38
-166 -36
-166 -34
-166 -32
-166 -30
-166 -28
-166 -26
-166 -24
-166 -22
-166 -20
-166 -18
-166 -16
-166 -14
-166 -12
-166 -10
-166 -8
-166 -6
-166 -4
-166 -2
-166 0
-166 2
-166 4
-166 6
-166 8
-166 10
-166 12
-166 14
-166 16
-166 18
-166 20
-166 22
-166 24
-166 26
-166 28
-166 30
-166 32
-166 34
-166 36
-166 38
-166 40
-166 42
-166 44
-166 46
-166 48
-166 50
-166 52
-166 54
-166 56
-166 58
-166 60
-166 62
-166 64
-166 66
-166 68
-166 70
-166 72
-166 74
-166 76
-166 78
-166 80
-166 82
-166 84
-166 86
-166 88
-166 90
-164 -90
-164 -88
-164 -86
-164 -84
-164 -82
-164 -80
-164 -78
-164 -76
-164 -74
-164 -72
-164 -70
-164 -68
-164 -66
-164 -64
-164 -62
-164 -60
-164 -58
-164 -56
-164 -54
-164 -52
-164 -50
-164 -48
-164 -46
-164 -44
-164 -42
-164 -40
-164 -38
-164 -36
-164 -34
-164 -32
-164 -30
-164 -28
-164 -26
-164 -24
-164 -22
-164 -20
-164 -18
-164 -16
-164 -14
-164 -12
-164 -10
-164 -8
-164 -6
-164 -4
-164 -2
-164 0
-164 2
-164 4
-164 6
-164 8
-164 10
-164 12
-164 14
-164 16
-164 18
-164 20
-164 22
-164 24
-164 26
-164 28
-164 30
-164 32
-164 34
-164 36
-164 38
-164 40
-164 42
-164 44
-164 46
-164 48
-164 50
-164 52
-164 54
-164 56
-164 58
-164 60
-164 62
-164 64
-164 66
-164 68
-164 70
-164 72
-164 74
-164 76
-164 78
-164 80
-164 82
-164 84
-164 86
-164 88
-164 90
-162 -90
-162 -88
-162 -86
-162 -84
-162 -82
-162 -80
-162 -78
-162 -76
-162 -74
-162 -72
-162 -70
-162 -68
-162 -66
-162 -64
-162 -62
-162 -60
-162 -58
-162 -56
-162 -54
-162 -52
-162 -50
-162 -48
-162 -46
-162 -44
-162 -42
-162 -40
-162 -38
-162 -36
-162 -34
-162 -32
-162 -30
-162 -28
-162 -26
-162 -24
-162 -22
-162 -20
-162 -18
-162 -16
-162 -14
-162 -12
-162 -10
-162 -8
-162 -6
-162 -4
-162 -2
-162 0
-162 2
-162 4
-162 6
-162 8
-162 10
-162 12
-162 14
-162 16
-162 18
-162 20
-162 22
-162 24
-162 26
-162 28
-162 30
-162 32
-162 34
-162 36
-162 38
-162 40
-162 42
-162 44
-162 46
-162 48
-162 50
-162 52
-162 54
-162 56
-162 58
-162 60
-162 62
-162 64
-162 66
-162 68
-162 70
-162 72
-162 74
-162 76
-162 78
-162 80
-162 82
-162 84
-162 86
-162 88
-162 90
-160 -90
-160 -88
-160 -86
-160 -84
-160 -82
-160 -80
-160 -78
-160 -76
-160 -74
-160 -72
-160 -70
-160 -68
-160 -66
-160 -64
-160 -62
-160 -60
-160 -58
-160 -56
-160 -54
-160 -52
-160 -50
-160 -48
-160 -46
-160 -44
-160 -42
-160 -40
-160 -38
-160 -36
-160 -34
-160 -32
-160 -30
-160 -28
-160 -26
-160 -24
-160 -22
-160 -20
-160 -18
-160 -16
-160 -14
-160 -12
-160 -10
-160 -8
-160 -6
-160 -4
-160 -2
-160 0
-160 2
-160 4
-160 6
-160 8
-160 10
-160 12
-160 14
-160 16
-160 18
-160 20
-160 22
-160 24
-160 26
-160 28
-160 30
-160 32
-160 34
-160 36
-160 38
-160 40
-160 42
-160 44
-160 46
-160 48
-160 50
-160 52
-160 54
-160 56
-160 58
-160 60
-160 62
-160 64
-160 66
-160 68
-160 70
-160 72
-160 74
-160 76
-160 78
-160 80
-160 82
-160 84
-160 86
-160 88
-160 90
-158 -90
-158 -88
-158 -86
-158 -84
-158 -82
-158 -80
-158 -78
-158 -76
-158 -74
-158 -72
-158 -70
-158 -68
-158 -66
-158 -64
-158 -62
-158 -60
-158 -58
-158 -56
-158 -54
-158 -52
-158 -50
-158 -48
-158 -46
-158 -44
-158 -42
-158 -40
-158 -38
-158 -36
-158 -34
-158 -32
-158 -30
-158 -28
-158 -26
-158 -24
-158 -22
-158 -20
-158 -18
-158 -16
-158 -14
-158 -12
-158 -10
-158 -8
-158 -6
-158 -4
-158 -2
-158 0
-158 2
-158 4
-158 6
-158 8
-158 10
-158 12
-158 14
-158 16
-158 18
-158 20
-158 22
-158 24
-158 26
-158 28
-158 30
-158 32
-158 34
-158 36
-158 38
-158 40
-158 42
-158 44
-158 46
-158 48
-158 50
-158 52
-158 54
-158 56
-158 58
-158 60
-158 62
-158 64
-158 66
-158 68
-158 70
-158 72
-158 74
-158 76
-158 78
-158 80
-158 82
-158 84
-158 86
-158 88
-158 90
-156 -90
-156 -88
-156 -86
-156 -84
-156 -82
-156 -80
-156 -78
-156 -76
-156 -74
-156 -72
-156 -70
-156 -68
-156 -66
-156 -64
-156 -62
-156 -60
-156 -58
-156 -56
-156 -54
-156 -52
-156 -50
-156 -48
-156 -46
-156 -44
-156 -42
-156 -40
-156 -38
-156 -36
-156 -34
-156 -32
-156 -30
-156 -28
-156 -26
-156 -24
-156 -22
-156 -20
-156 -18
-156 -16
-156 -14
-156 -12
-156 -10
-156 -8
-156 -6
-156 -4
-156 -2
-156 0
-156 2
-156 4
-156 6
-156 8
-156 10
-156 12
-156 14
-156 16
-156 18
-156 20
-156 22
-156 24
-156 26
-156 28
-156 30
-156 32
-156 34
-156 36
-156 38
-156 40
-156 42
-156 44
-156 46
-156 48
-156 50
-156 52
-156 54
-156 56
-156 58
-156 60
-156 62
-156 64
-156 66
-156 68
-156 70
-156 72
-156 74
-156 76
-156 78
-156 80
-156 82
-156 84
-156 86
-156 88
-156 90
-154 -90
-154 -88
-154 -86
-154 -84
-154 -82
-154 -80
-154 -78
-154 -76
-154 -74
-154 -72
-154 -70
-154 -68
-154 -66
-154 -64
-154 -62
-154 -60
-154 -58
-154 -56
-154 -54
-154 -52
-154 -50
-154 -48
-154 -46
-154 -44
-154 -42
-154 -40
-154 -38
-154 -36
-154 -34
-154 -32
-154 -30
-154 -28
-154 -26
-154 -24
-154 -22
-154 -20
-154 -18
-154 -16
-154 -14
-154 -12
-154 -10
-154 -8
-154 -6
-154 -4
-154 -2
-154 0
-154 2
-154 4
-154 6
-154 8
-154 10
-154 12
-154 14
-154 16
-154 18
-154 20
-154 22
-154 24
-154 26
-154 28
-154 30
-154 32
-154 34
-154 36
-154 38
-154 40
-154 42
-154 44
-154 46
-154 48
-154 50
-154 52
-154 54
-154 56
-154 58
-154 60
-154 62
-154 64
-154 66
-154 68
-154 70
-154 72
-154 74
-154 76
-154 78
-154 80
-154 82
-154 84
-154 86
-154 88
-154 90
-152 -90
-152 -88
-152 -86
-152 -84
-152 -82
